ensembl_gene_id	BE1	KAN	NBLW	CHLA122	CHLA15	BE2	KANR	NBLWR	CHLA136	CHLA20
ENSG00000032444	320	352	352	367	788	681	233	637	496	598
ENSG00000076826	401	590	53	213	195	121	139	378	100	63
ENSG00000076924	694	778	599	704	1108	1559	615	680	1018	681
ENSG00000229833	229	234	173	127	307	286	208	178	154	263
ENSG00000076944	9	16	5	14	12	15	14	5	5	5
ENSG00000181029	68	61	38	52	53	44	37	73	48	50
ENSG00000142459	328	451	239	192	400	235	204	645	263	228
ENSG00000183248	845	1170	448	965	592	868	672	776	1233	162
ENSG00000171017	0	4	0	0	7	2	0	9	1	3
ENSG00000214248	11	22	8	16	24	29	20	24	19	13
ENSG00000076984	720	836	597	671	1245	1249	836	861	914	827
ENSG00000268149	4	4	2	3	1	0	5	3	1	1
ENSG00000260001	23	6	1	9	7	10	2	54	12	2
ENSG00000260500	3	9	1	5	2	3	5	10	8	2
ENSG00000104976	122	88	123	184	249	377	74	169	159	141
ENSG00000178531	265	390	482	323	754	211	136	368	359	339
ENSG00000269139	6	6	5	3	7	2	7	8	6	4
ENSG00000104980	584	629	647	622	1618	1148	634	663	740	1100
ENSG00000066044	1428	1954	1746	1563	3228	2160	2345	1750	1717	2017
ENSG00000267939	8	7	6	7	8	5	7	17	6	13
ENSG00000142449	132	53	1	48	146	11	622	13	198	11
ENSG00000090661	318	121	79	176	402	329	223	255	262	180
ENSG00000167775	430	546	895	238	1095	905	302	471	414	694
ENSG00000267855	42	44	13	15	33	26	21	31	15	25
ENSG00000233927	1412	1190	1204	1009	3277	3480	635	1133	1422	2218
ENSG00000186994	0	8	1	3	3	0	10	3	16	0
ENSG00000167772	1	0	1	0	0	0	1	13	2	5
ENSG00000269386	50	56	19	35	68	54	95	34	53	40
ENSG00000185236	855	1128	673	635	1101	954	663	876	1002	657
ENSG00000099785	59	67	102	154	87	109	70	163	179	48
ENSG00000279827	1	3	2	1	2	4	2	3	1	6
ENSG00000099783	3862	5321	6170	3368	7496	5231	5150	3630	4799	5742
ENSG00000133246	34	36	3	26	12	18	17	19	25	15
ENSG00000133250	160	181	117	126	233	282	155	203	195	153
ENSG00000142347	3	5	2	3	0	9	1	1	3	2
ENSG00000142303	786	369	163	72	1170	385	47	718	57	368
ENSG00000167785	431	454	244	515	463	659	603	403	559	335
ENSG00000130803	489	622	443	517	1007	701	567	591	570	740
ENSG00000188000	1	17	1	0	0	0	18	0	0	1
ENSG00000196110	81	90	47	85	98	111	145	103	100	54
ENSG00000188321	678	610	419	361	542	532	834	479	640	525
ENSG00000270011	26	25	15	12	17	25	21	24	18	21
ENSG00000188629	4	6	3	3	3	6	1	6	1	2
ENSG00000174652	892	650	569	978	786	990	693	774	885	632
ENSG00000198028	24	264	0	128	24	301	290	284	471	11
ENSG00000130818	569	547	423	341	745	655	1033	432	589	534
ENSG00000278611	22	21	11	0	12	6	26	30	14	3
ENSG00000197961	2829	1632	1229	1716	2041	3054	5145	1265	2603	1889
ENSG00000171469	565	523	469	422	766	648	746	462	617	587
ENSG00000267106	188	278	122	129	199	130	188	210	238	141
ENSG00000171466	1307	1251	1069	1015	1827	1396	2278	1017	1428	1452
ENSG00000239830	14	17	14	9	16	16	9	14	22	21
ENSG00000224689	0	0	0	3	0	0	2	0	143	0
ENSG00000196605	94	85	33	82	99	95	122	108	144	62
ENSG00000267370	16	9	7	6	12	10	14	12	23	4
ENSG00000267741	3	2	1	2	0	2	9	3	2	0
ENSG00000127452	294	305	228	276	416	422	329	361	352	297
ENSG00000200237	2	3	0	2	1	1	7	2	3	2
ENSG00000267119	6	39	0	3	1	2	14	4	2	3
ENSG00000198258	608	872	830	675	1255	844	553	760	919	874
ENSG00000127445	746	990	895	777	1458	1009	674	1082	1093	899
ENSG00000105088	285	468	232	550	401	221	284	603	487	369
ENSG00000130813	2	0	4	30	55	12	8	83	173	23
ENSG00000130812	1	1	0	0	2	6	1	6	0	2
ENSG00000130810	132	161	144	92	333	240	150	187	143	263
ENSG00000209645	0	1	2	0	2	4	0	4	1	6
ENSG00000244165	178	175	197	146	407	261	177	302	150	249
ENSG00000130811	880	1242	1192	1164	2237	2151	876	1050	1713	1329
ENSG00000130816	3975	5216	4349	3685	8730	5138	4469	5180	4159	6421
ENSG00000267534	206	364	147	61	534	257	204	273	133	212
ENSG00000105364	350	522	518	476	1216	830	387	537	470	731
ENSG00000105376	1	6	65	12	11	109	14	81	41	3
ENSG00000220201	27	38	19	27	21	19	13	32	39	18
ENSG00000167807	7	11	3	6	4	5	4	9	12	4
ENSG00000267673	5	7	7	6	8	13	3	9	12	4
ENSG00000161847	327	432	376	333	830	640	314	375	527	578
ENSG00000274425	44	48	36	20	64	59	45	61	69	28
ENSG00000076662	12	2	26	7	43	16	2	9	8	25
ENSG00000105397	922	926	820	830	1808	1111	775	994	1262	1320
ENSG00000105401	1124	1491	1371	1627	2550	1982	959	1799	2105	1554
ENSG00000065989	61	230	235	68	311	285	128	460	188	122
ENSG00000079999	516	880	860	603	1291	988	751	1014	1137	1061
ENSG00000267197	12	15	11	11	14	11	17	18	13	17
ENSG00000130734	191	248	240	237	480	491	226	269	312	260
ENSG00000129347	685	654	611	365	1128	1204	541	830	600	1023
ENSG00000129355	130	196	304	337	145	204	122	538	212	82
ENSG00000129354	0	2	0	0	0	0	0	2	0	0
ENSG00000129353	529	735	385	1122	824	582	656	1111	1191	431
ENSG00000267100	310	371	220	253	251	169	555	436	311	160
ENSG00000129351	10378	15368	10550	10120	17834	13934	14015	12714	10956	11829
ENSG00000213339	692	820	842	427	1122	1664	612	873	506	938
ENSG00000079805	1082	1520	1640	1207	3181	3055	1275	1778	1799	2187
ENSG00000265879	2	3	1	1	6	4	2	1	0	2
ENSG00000099203	68	137	160	85	215	217	115	128	190	200
ENSG00000214212	5	1	1	4	1	3	0	3	17	0
ENSG00000267544	3	10	10	10	16	14	4	4	9	7
ENSG00000142453	861	1088	1108	1122	1884	1756	617	1130	1504	992
ENSG00000130733	244	268	228	88	415	343	184	295	226	293
ENSG00000142444	204	219	158	148	294	264	211	201	209	192
ENSG00000127616	5882	7966	6802	5113	13259	10723	6028	7616	8603	7432
ENSG00000276757	67	47	16	25	44	124	41	44	23	39
ENSG00000130164	659	1893	1115	1148	2072	1973	1431	881	1822	1171
ENSG00000161888	1140	1225	957	582	1181	1263	850	933	740	976
ENSG00000197256	208	368	332	308	1652	788	286	487	406	1315
ENSG00000130158	37	25	60	616	227	111	215	181	464	190
ENSG00000105514	222	306	266	633	558	517	276	435	574	340
ENSG00000105518	261	275	401	338	419	610	254	540	349	309
ENSG00000183401	39	21	32	21	52	65	33	64	53	33
ENSG00000105520	246	235	330	218	695	531	208	955	448	362
ENSG00000267277	6	8	5	4	3	8	17	14	4	4
ENSG00000173928	17	23	27	13	45	22	13	20	23	29
ENSG00000187266	114	46	54	38	134	141	55	101	148	102
ENSG00000205517	0	0	0	1	0	1	3	2	0	0
ENSG00000198003	9	6	7	9	10	22	4	17	16	6
ENSG00000130175	1977	2186	1900	2774	3494	3302	1768	2396	2852	2081
ENSG00000196361	3327	5047	3896	5278	6347	6675	3244	4846	5738	3086
ENSG00000161914	67	83	74	103	95	106	73	108	134	59
ENSG00000130159	555	571	524	427	1085	1195	392	606	472	638
ENSG00000244080	4	7	10	8	10	16	11	17	6	17
ENSG00000213303	2	7	0	3	1	5	0	0	3	0
ENSG00000130176	11	19	1	3	6	3	32	9	8	3
ENSG00000130165	375	363	541	406	817	621	323	415	584	511
ENSG00000198551	378	420	232	292	462	479	501	280	428	366
ENSG00000102575	1	8	3	1	30	0	6	23	5	24
ENSG00000249840	0	3	0	3	1	1	3	5	3	3
ENSG00000197332	125	94	40	58	51	70	116	54	68	55
ENSG00000267500	198	157	100	109	174	165	330	155	138	147
ENSG00000214223	27	18	21	18	10	21	22	17	11	13
ENSG00000197933	199	169	112	140	192	131	202	165	155	142
ENSG00000266922	7	10	3	7	17	8	9	13	7	10
ENSG00000197044	265	298	253	241	290	139	645	574	310	226
ENSG00000177599	263	132	115	107	144	131	245	189	92	107
ENSG00000171295	389	344	452	129	488	335	618	529	442	410
ENSG00000171291	335	61	367	225	229	489	682	198	346	22
ENSG00000278897	82	13	113	59	67	114	224	56	79	8
ENSG00000198429	357	260	192	132	198	221	331	235	206	72
ENSG00000196757	400	349	221	350	349	297	572	367	334	294
ENSG00000267274	24	29	7	24	32	13	23	12	13	16
ENSG00000197054	34	30	11	16	18	11	31	35	34	11
ENSG00000219665	74	176	115	84	195	74	240	229	119	157
ENSG00000252060	8	4	1	2	2	2	3	7	3	0
ENSG00000197647	76	80	39	37	71	55	126	88	62	52
ENSG00000212497	1	2	5	1	1	0	4	4	1	1
ENSG00000257446	18	12	7	15	17	14	12	24	17	12
ENSG00000223547	437	337	246	160	127	238	848	334	562	21
ENSG00000214189	70	20	21	11	87	102	25	90	18	50
ENSG00000132010	16	8	10	8	19	12	26	19	17	12
ENSG00000237273	3	2	1	0	0	0	4	7	3	3
ENSG00000242615	56	43	29	44	48	42	123	36	86	73
ENSG00000257591	51	24	18	25	28	23	56	24	50	32
ENSG00000196646	398	446	249	251	422	314	655	322	348	299
ENSG00000234773	76	80	35	67	35	76	79	127	102	16
ENSG00000197857	267	266	173	160	238	182	332	222	255	197
ENSG00000188868	42	38	16	22	13	24	84	59	49	18
ENSG00000198342	54	55	45	23	21	29	141	68	70	16
ENSG00000196466	101	133	90	73	81	67	151	147	108	75
ENSG00000180855	201	251	146	165	169	134	515	182	262	145
ENSG00000242852	26	32	21	21	22	38	127	32	56	31
ENSG00000249709	38	43	19	34	47	22	158	53	92	37
ENSG00000269693	49	46	32	16	50	64	35	47	38	24
ENSG00000269560	15	15	7	8	2	5	9	15	6	10
ENSG00000230310	3	4	1	1	1	2	5	2	1	4
ENSG00000213290	2	7	1	0	1	5	4	8	0	2
ENSG00000188033	120	96	84	43	81	122	117	92	91	71
ENSG00000173875	522	474	392	414	712	821	1080	585	501	554
ENSG00000178464	95	136	103	131	199	166	81	89	118	123
ENSG00000104774	440	485	331	385	519	673	362	719	480	440
ENSG00000123154	165	177	200	128	228	232	111	227	172	154
ENSG00000105583	676	738	646	471	1041	646	701	642	757	755
ENSG00000095059	1265	1843	1160	1323	2081	2251	1439	1573	1641	1332
ENSG00000268945	3	4	5	5	7	2	4	10	1	7
ENSG00000132004	52	89	110	143	220	116	52	122	91	114
ENSG00000105576	2961	3366	4025	2591	7027	4931	2887	4399	2997	4198
ENSG00000123144	1053	1461	1300	1037	2069	1852	937	1203	1321	1337
ENSG00000198356	331	532	752	441	924	909	312	629	540	786
ENSG00000095066	389	420	336	343	681	585	308	751	375	447
ENSG00000267212	3	4	0	1	2	0	1	4	1	1
ENSG00000171223	336	299	430	66	504	851	73	278	195	524
ENSG00000167815	2511	4435	2918	1779	5997	4707	2273	4036	2796	3460
ENSG00000104889	598	871	809	818	1144	878	444	459	727	867
ENSG00000132026	8	19	13	24	23	30	27	31	41	3
ENSG00000267424	9	5	5	5	7	38	14	12	6	4
ENSG00000105613	1537	1635	946	1487	1700	1749	886	1764	1641	763
ENSG00000105612	75	67	83	56	141	268	129	137	159	153
ENSG00000105610	0	2	2	2	8	8	7	13	3	13
ENSG00000105607	351	417	255	373	635	688	343	351	492	481
ENSG00000240616	40	41	25	37	55	51	45	28	47	42
ENSG00000161860	30	30	7	48	13	39	19	28	35	19
ENSG00000179115	708	1094	1293	573	1918	1470	569	1111	1122	1384
ENSG00000179218	3253	4922	7504	2327	8990	4948	2569	6093	4583	6114
ENSG00000179262	770	976	981	836	1562	1649	1035	1091	1061	1036
ENSG00000179271	292	518	617	271	832	800	242	389	326	723
ENSG00000179284	3	9	2	1	39	211	12	23	3	49
ENSG00000008441	79	572	5	3	2131	439	16	44	33	1236
ENSG00000279044	0	12	0	0	19	1	0	0	1	17
ENSG00000104903	8	0	12	1	77	10	4	16	0	126
ENSG00000104907	629	887	687	574	1532	1036	439	585	566	768
ENSG00000160877	691	967	889	741	1705	1281	761	839	970	1124
ENSG00000266897	15	14	12	8	24	10	20	22	9	22
ENSG00000104915	419	597	565	248	953	1191	324	651	500	599
ENSG00000160888	1209	1445	638	239	1219	2064	567	752	556	802
ENSG00000267598	5	2	1	0	2	5	1	0	2	1
ENSG00000141837	0	0	0	2	14	1	0	0	0	32
ENSG00000104957	406	318	264	450	458	549	278	480	348	285
ENSG00000037757	293	281	363	194	663	522	221	394	287	365
ENSG00000104979	300	514	451	387	697	476	285	405	472	478
ENSG00000132003	554	698	213	622	614	871	461	586	769	368
ENSG00000267519	35	84	104	23	77	187	67	73	125	120
ENSG00000187556	21	36	23	18	43	33	18	65	20	33
ENSG00000207613	4	2	2	3	1	1	2	2	6	3
ENSG00000207585	5	1	2	4	5	7	3	15	1	1
ENSG00000132016	156	143	104	305	119	187	287	281	187	71
ENSG00000132024	396	394	402	488	856	603	349	748	702	589
ENSG00000132000	1	3	4	5	3	2	0	5	7	2
ENSG00000132017	485	636	445	540	963	745	436	580	723	544
ENSG00000132005	216	204	203	171	411	389	141	171	267	207
ENSG00000104998	19	24	38	22	126	64	32	35	48	96
ENSG00000187867	53	40	22	129	192	67	30	56	49	129
ENSG00000228887	1	14	11	15	8	16	8	5	8	7
ENSG00000141854	6	1	0	2	8	1	2	11	2	0
ENSG00000188032	7	2	1	6	0	1	0	4	4	2
ENSG00000141858	772	1001	1086	751	1212	925	575	1092	1032	862
ENSG00000072062	864	1210	1259	740	1981	893	997	1510	1254	1374
ENSG00000105011	379	465	319	372	815	556	423	459	656	448
ENSG00000267169	49	8	7	43	35	49	31	6	16	11
ENSG00000072071	4124	5648	3844	3142	5495	4357	3607	7386	5046	3908
ENSG00000281044	3	0	1	3	7	3	3	1	3	1
ENSG00000267723	0	0	0	0	1	10	0	1	9	1
ENSG00000266913	0	0	0	0	0	0	0	0	29	1
ENSG00000123146	8	0	11	0	227	167	5	14	3	265
ENSG00000267379	5	1	2	2	1	4	3	0	2	1
ENSG00000123136	1488	2131	2159	1367	3355	1920	1579	1980	1787	2133
ENSG00000123143	1153	1326	1054	1430	1953	2464	1036	2058	1935	1032
ENSG00000267474	14	13	10	7	14	15	16	17	12	12
ENSG00000160951	14	8	2	4	29	20	3	7	26	23
ENSG00000123159	323	484	523	314	886	571	271	503	532	543
ENSG00000224543	2	3	7	0	3	7	1	2	4	2
ENSG00000132002	457	628	808	498	913	556	367	531	641	625
ENSG00000099797	588	764	686	765	1133	1023	761	723	961	626
ENSG00000099795	475	726	673	540	1207	825	342	441	766	834
ENSG00000269378	7	14	23	4	16	7	10	18	18	12
ENSG00000160961	790	487	456	754	717	624	673	911	604	538
ENSG00000105143	60	1	0	0	0	3	1	0	0	0
ENSG00000105137	7	4	90	10	90	152	18	49	34	230
ENSG00000105135	648	714	795	761	1156	1546	442	838	637	1091
ENSG00000074181	30	108	50	144	499	169	312	79	377	256
ENSG00000105131	30	22	13	15	32	13	12	16	6	17
ENSG00000141867	2062	2275	1880	2359	3579	2878	2548	2393	2776	2492
ENSG00000270802	8	15	3	6	10	11	8	11	12	9
ENSG00000273218	2	0	1	1	0	3	6	2	0	2
ENSG00000105127	436	553	473	447	877	714	594	503	603	632
ENSG00000268189	3	4	2	0	4	1	3	2	2	1
ENSG00000011243	1173	1110	884	1191	1596	1578	934	1324	1444	1020
ENSG00000279203	38	52	36	29	54	33	76	49	36	41
ENSG00000011451	1355	1621	1343	1142	2422	2234	1185	1879	1573	1491
ENSG00000225067	3	5	10	8	16	3	2	4	4	15
ENSG00000186529	0	25	24	9	0	0	68	7	8	0
ENSG00000186115	2	1	3	2	1	0	10	0	1	0
ENSG00000167460	4218	5884	3583	1573	6984	5845	3068	3622	1788	7179
ENSG00000279198	105	61	38	37	36	62	80	70	35	31
ENSG00000167461	613	862	779	618	1296	871	621	671	677	967
ENSG00000105058	727	1119	961	761	1571	992	753	872	974	1044
ENSG00000275901	1	7	1	2	2	3	1	0	2	1
ENSG00000072958	684	901	798	824	1686	1019	518	1032	914	911
ENSG00000277825	5	4	1	3	1	1	2	0	2	1
ENSG00000127527	782	951	825	551	1258	997	785	979	681	986
ENSG00000280332	74	71	41	56	64	76	68	75	43	70
ENSG00000105072	173	121	121	88	257	212	66	95	134	219
ENSG00000085872	1003	1124	929	920	2063	1598	960	1062	1361	1415
ENSG00000240106	13	8	7	12	13	20	17	16	8	13
ENSG00000269399	37	29	11	29	15	15	37	21	25	12
ENSG00000127526	742	797	634	631	1236	746	1005	949	975	859
ENSG00000279529	93	78	28	52	35	54	101	57	53	24
ENSG00000105085	106	102	76	75	128	143	91	91	100	122
ENSG00000279748	13	5	3	2	4	12	22	17	17	0
ENSG00000269578	12	6	10	6	15	13	11	8	5	17
ENSG00000279977	23	19	11	14	17	31	29	23	17	33
ENSG00000214046	744	868	718	744	1075	977	1266	751	743	1001
ENSG00000269044	177	217	126	199	291	243	331	206	178	209
ENSG00000267904	63	95	50	62	113	77	149	68	66	99
ENSG00000072954	143	117	72	211	114	140	89	187	261	70
ENSG00000127511	1000	1124	911	1036	1675	1226	790	1127	1118	1096
ENSG00000268743	32	17	8	7	11	14	9	13	8	18
ENSG00000160111	53	162	0	88	38	7	120	11	19	40
ENSG00000131351	291	304	268	249	453	344	283	274	225	440
ENSG00000099331	1367	1162	1098	1975	3412	1500	1271	2420	2200	1695
ENSG00000053501	100	93	84	164	222	174	59	134	198	167
ENSG00000099330	32	27	18	103	62	87	20	97	94	49
ENSG00000160113	276	364	403	242	724	663	204	590	468	579
ENSG00000130307	0	0	0	2	4	2	0	2	2	5
ENSG00000105393	333	358	318	339	594	403	295	389	484	413
ENSG00000160117	71	65	26	165	689	121	76	234	122	593
ENSG00000127220	97	125	43	146	147	167	66	172	141	62
ENSG00000130312	168	197	331	203	631	373	165	349	229	622
ENSG00000269815	5	9	5	6	8	4	9	9	5	4
ENSG00000130311	435	635	505	550	1035	516	498	576	673	588
ENSG00000074855	608	978	595	874	1109	877	575	921	1204	556
ENSG00000130299	497	848	614	622	1362	782	702	683	647	889
ENSG00000130303	0	1	0	0	12	2	0	0	2	14
ENSG00000141971	310	368	270	247	498	568	250	412	437	323
ENSG00000130304	144	157	106	293	183	214	93	285	266	78
ENSG00000269439	49	45	31	43	60	34	42	43	31	41
ENSG00000130313	263	444	263	356	607	444	240	334	471	313
ENSG00000167483	11	5	3	25	12	8	10	16	30	5
ENSG00000130309	1069	1217	1003	1093	2196	1887	875	1568	1397	1413
ENSG00000130477	2125	3104	2806	3576	5953	3712	2103	3718	3320	3504
ENSG00000130479	325	457	352	575	784	539	328	481	664	453
ENSG00000130475	97	145	144	383	317	270	94	324	326	158
ENSG00000248099	1	0	0	5	4	3	0	3	2	2
ENSG00000105639	25	53	4	158	36	81	8	104	138	22
ENSG00000105640	2103	2259	2136	2529	4866	5291	949	1806	2454	2953
ENSG00000105641	2	2	0	24	1	6	5	1	8	11
ENSG00000007080	403	751	704	668	1521	840	369	641	867	795
ENSG00000105642	6	84	62	279	291	162	63	268	165	70
ENSG00000105643	3	13	34	41	120	171	41	107	78	83
ENSG00000273654	10	22	19	45	41	36	23	54	30	40
ENSG00000099308	102	192	231	265	572	407	162	299	380	314
ENSG00000105647	8	5	9	6	15	10	6	19	6	6
ENSG00000216490	1	0	0	0	3	1	0	3	3	3
ENSG00000254858	88	175	177	146	268	76	66	127	164	171
ENSG00000105649	197	391	712	384	577	873	238	1198	420	332
ENSG00000268650	0	9	2	5	1	9	4	6	11	4
ENSG00000105650	18	41	29	31	41	26	88	66	43	34
ENSG00000130518	227	1223	75	738	318	42	483	535	574	133
ENSG00000130522	1262	1710	1083	1705	2478	1187	1381	1682	1790	1318
ENSG00000130520	1026	1742	1712	1143	2930	1788	1053	1207	1814	2061
ENSG00000130517	22	111	189	85	245	20	338	288	243	115
ENSG00000130513	8	9	18	10	23	1	27	63	7	4
ENSG00000130511	373	692	888	683	1843	1161	461	1399	502	987
ENSG00000105655	287	545	519	1382	1166	1180	551	958	1506	522
ENSG00000105656	121	198	155	147	233	269	171	170	213	164
ENSG00000280121	3	1	3	1	2	5	3	5	3	1
ENSG00000105701	1560	2226	1661	2218	2596	2624	1288	2593	2827	1345
ENSG00000105700	657	655	645	609	1336	1115	616	514	718	947
ENSG00000268030	2	3	1	3	1	4	6	1	3	0
ENSG00000221983	3474	3935	4076	4454	7301	7099	2500	3156	4810	4976
ENSG00000006016	1	1060	7	1186	4	2	577	24	1259	0
ENSG00000006015	358	271	303	275	666	550	228	458	353	352
ENSG00000105696	773	807	116	797	319	228	410	973	1068	49
ENSG00000167487	59	157	93	199	218	197	104	180	217	157
ENSG00000105662	778	708	427	804	935	835	521	712	1185	499
ENSG00000005007	1050	1204	1135	908	2831	1673	974	1201	1475	1578
ENSG00000223802	38	41	105	36	121	57	22	73	34	83
ENSG00000105669	635	1166	801	822	1456	1039	516	969	1037	842
ENSG00000105671	527	679	739	471	1444	1010	378	689	641	826
ENSG00000051128	121	217	89	236	196	115	272	139	373	160
ENSG00000064607	4069	4567	3203	2575	6199	5062	4201	5874	3058	3735
ENSG00000105676	566	839	1308	321	1600	1052	488	766	543	1088
ENSG00000181035	139	115	43	113	114	192	71	235	130	76
ENSG00000064545	203	204	230	205	622	437	172	320	236	447
ENSG00000064489	10	8	0	11	9	2	4	3	11	2
ENSG00000213999	8	10	3	11	10	6	7	4	18	2
ENSG00000254901	221	246	180	152	296	209	226	232	226	218
ENSG00000064490	186	325	201	278	447	419	191	256	346	291
ENSG00000184162	262	345	423	250	426	429	221	309	260	355
ENSG00000130287	485	763	216	777	2490	49	346	3493	1184	296
ENSG00000252973	2	1	0	5	4	0	3	12	3	1
ENSG00000267629	8	3	1	0	6	6	2	5	9	2
ENSG00000187664	3	0	0	0	11	2	0	6	1	1
ENSG00000213996	56	33	16	0	27	62	23	48	39	34
ENSG00000105705	609	664	525	469	887	707	572	677	691	527
ENSG00000129933	1460	1713	945	1012	2074	1788	1297	1400	1427	1382
ENSG00000167491	913	1795	2174	1625	4047	2232	1498	1902	1757	2355
ENSG00000207821	2	5	4	7	2	3	8	5	4	7
ENSG00000178093	31	19	10	17	22	28	25	31	20	10
ENSG00000186010	205	241	162	183	262	204	175	205	272	215
ENSG00000258674	24	33	23	35	26	19	30	43	61	21
ENSG00000250067	430	311	149	417	221	106	334	280	457	179
ENSG00000160161	19	26	5	60	26	35	11	8	14	20
ENSG00000105717	20	25	39	120	80	54	28	43	52	58
ENSG00000267178	4	6	8	8	8	6	7	2	3	9
ENSG00000064547	456	401	298	855	426	230	72	293	72	232
ENSG00000089639	382	302	237	1068	340	552	114	247	101	120
ENSG00000105726	877	988	821	840	1761	1317	869	1226	1317	1083
ENSG00000181896	280	253	176	214	285	203	328	228	262	221
ENSG00000271283	6	4	0	0	3	3	14	5	7	2
ENSG00000105708	289	179	113	126	183	182	524	213	278	177
ENSG00000266904	37	43	20	22	34	28	49	56	30	16
ENSG00000267419	26	33	17	23	29	18	20	19	30	29
ENSG00000081665	875	667	304	438	738	633	1145	472	540	551
ENSG00000267481	98	71	33	37	80	77	198	55	44	60
ENSG00000256771	449	307	179	172	285	581	1556	112	333	345
ENSG00000184635	295	309	156	122	327	186	475	119	185	297
ENSG00000267268	8	16	2	3	2	3	10	8	2	1
ENSG00000197124	596	515	281	337	420	222	1196	370	307	420
ENSG00000264441	14	10	8	8	5	6	29	12	9	20
ENSG00000213988	382	70	105	176	301	280	357	99	287	255
ENSG00000267383	0	1	0	35	49	74	17	12	94	191
ENSG00000270716	7	0	1	8	5	11	14	1	12	4
ENSG00000256229	373	354	138	194	347	291	541	217	245	408
ENSG00000279039	0	0	0	12	12	43	12	3	12	72
ENSG00000280079	0	0	0	65	68	98	39	15	160	248
ENSG00000213985	1	4	2	4	13	1	5	7	2	5
ENSG00000231205	0	1	0	405	68	12	3	88	571	193
ENSG00000238517	0	0	0	5	3	0	0	0	10	2
ENSG00000237440	341	366	87	216	202	181	656	196	384	194
ENSG00000188171	1	1	6	62	24	122	156	42	95	68
ENSG00000160229	419	280	169	110	240	128	693	149	189	245
ENSG00000266156	12	5	6	5	11	6	19	7	2	13
ENSG00000105750	391	413	196	188	524	253	719	260	296	557
ENSG00000118620	313	397	271	216	535	276	618	323	211	487
ENSG00000265650	3	6	1	1	5	2	2	4	2	6
ENSG00000268598	3	5	2	5	5	4	10	3	0	2
ENSG00000160352	827	1083	404	417	615	777	2219	563	754	414
ENSG00000268357	92	85	41	27	39	67	145	25	42	19
ENSG00000196705	823	879	606	580	1282	692	2428	849	808	1087
ENSG00000182141	371	301	214	254	487	274	1012	260	377	327
ENSG00000268747	22	1	5	3	6	2	38	3	6	2
ENSG00000268521	36	21	11	12	24	20	96	11	17	17
ENSG00000172687	536	725	521	572	600	369	742	597	649	568
ENSG00000213976	133	41	22	37	86	76	163	34	49	72
ENSG00000196268	775	521	177	407	430	393	993	461	366	336
ENSG00000268119	1	3	0	36	2	180	0	26	168	0
ENSG00000268658	76	7	0	3	3	30	1	9	1	2
ENSG00000197013	286	171	84	61	128	199	275	174	109	120
ENSG00000268081	0	0	0	10	6	0	2	20	108	2
ENSG00000197020	463	363	263	262	575	282	851	361	266	597
ENSG00000198521	1788	1302	678	1149	1566	851	2541	1123	1606	1583
ENSG00000160321	1	1	0	14	22	1	35	17	4	5
ENSG00000279377	1	1	0	7	19	1	93	8	5	14
ENSG00000197134	3	20	1	113	40	10	130	132	174	6
ENSG00000268140	2	5	3	7	6	3	3	4	2	5
ENSG00000196109	0	0	0	39	37	3	70	19	16	10
ENSG00000196350	0	0	0	12	1	0	33	2	34	0
ENSG00000236312	2	0	2	3	0	3	4	3	5	4
ENSG00000197360	0	1	0	67	11	0	74	33	88	0
ENSG00000229676	0	110	1	94	149	5	193	79	111	138
ENSG00000198153	0	12	0	10	26	1	27	14	6	12
ENSG00000213973	0	3	0	44	3	0	95	17	77	1
ENSG00000268696	0	0	0	8	2	0	13	0	1	2
ENSG00000269067	0	0	0	0	6	0	18	8	2	0
ENSG00000267886	172	170	0	261	146	139	227	134	299	220
ENSG00000183850	148	85	20	103	204	174	345	73	127	296
ENSG00000268105	27	10	0	17	32	24	35	14	23	45
ENSG00000196081	319	324	260	238	425	218	764	210	343	494
ENSG00000269837	415	479	354	343	406	305	563	418	694	374
ENSG00000213971	391	514	308	307	360	266	648	446	462	388
ENSG00000167232	729	442	452	652	979	553	1288	539	743	699
ENSG00000267934	1	0	3	3	0	5	3	0	5	2
ENSG00000269416	656	358	504	512	488	315	488	344	573	645
ENSG00000197372	349	245	236	231	394	184	556	241	277	341
ENSG00000196172	312	84	96	126	162	151	573	150	196	188
ENSG00000233836	0	0	0	28	0	0	0	0	119	0
ENSG00000225178	9	339	351	162	253	21	256	385	185	211
ENSG00000213967	118	38	2	232	293	130	516	189	323	397
ENSG00000269397	19	6	0	42	73	42	61	20	57	94
ENSG00000269421	5	1	0	16	5	3	34	6	17	8
ENSG00000213096	511	221	354	305	672	401	1253	360	509	589
ENSG00000268362	309	187	267	121	283	168	390	317	308	286
ENSG00000279425	177	55	92	102	123	94	204	133	166	132
ENSG00000276030	11	3	5	0	5	4	17	6	2	7
ENSG00000261824	274	277	259	341	315	295	327	356	415	148
ENSG00000261770	71	71	58	78	170	64	53	142	161	60
ENSG00000267575	119	113	128	98	202	128	93	150	129	138
ENSG00000281468	13	27	15	7	13	9	25	13	24	5
ENSG00000267264	7	2	13	4	5	3	5	9	14	6
ENSG00000260725	5	3	2	0	18	1	1	15	0	1
ENSG00000267243	51	21	52	0	82	41	15	111	0	27
ENSG00000266893	6	6	7	0	5	1	2	7	0	2
ENSG00000267537	7	1	2	0	4	3	1	4	0	4
ENSG00000169021	545	676	554	364	855	697	492	514	417	426
